,temp_min,temp_max,temp_mean,temp_median,temp_max_hour,temp_min_hour,dew_point_temp_min,dew_point_temp_max,dew_point_temp_mean,dew_point_temp_median,dew_point_temp_max_hour,dew_point_temp_min_hour,rel_hum_min,rel_hum_max,rel_hum_mean,rel_hum_median,rel_hum_max_hour,rel_hum_min_hour,visibility_min,visibility_max,visibility_mean,visibility_median,visibility_max_hour,visibility_min_hour,press_min,press_max,press_mean,press_median,press_max_hour,press_min_hour,hmdxx_min,hmdxx_max,hmdxx_mean,hmdxx_median,hmdxx_max_hour,hmdxx_min_hour,sun_set,sun_rise,hourly_demand,day_of_week,week_of_year,year
2000-02-04,-10.8,-5.8,-7.445833333333333,-7.25,0.0,23.0,-16.2,-8.1,-12.966666666666667,-13.55,0.0,23.0,51.0,86.0,65.375,64.0,1.0,17.0,2.4,24.1,18.712500000000002,24.1,10.0,1.0,98.89,99.62,99.19833333333334,99.19,23.0,0.0,-15.384224566421125,-9.505397920481283,-11.720850468919352,-11.434388384538455,0.0,23.0,18.0,8.0,17875.0,4.0,5.0,2000.0
2000-02-05,-13.4,-1.4,-5.895833333333333,-4.4,18.0,3.0,-16.6,-5.3,-9.941666666666666,-8.95,20.0,1.0,65.0,83.0,73.25,74.5,20.0,12.0,0.6,24.1,19.57916666666667,24.1,0.0,20.0,99.02,99.85,99.37458333333332,99.45,23.0,13.0,-18.00787161481622,-4.972887554473795,-9.79363493537389,-8.123048320498649,18.0,3.0,18.0,8.0,16825.0,5.0,5.0,2000.0
2000-02-06,-12.1,-2.1,-6.0874999999999995,-3.8499999999999996,15.0,6.0,-15.7,-7.0,-11.395833333333334,-10.7,23.0,7.0,56.0,80.0,66.66666666666667,67.0,5.0,15.0,24.1,24.1,24.100000000000005,24.1,0.0,0.0,99.26,100.52,100.10541666666667,100.185,10.0,23.0,-16.643623510595766,-5.942303075075918,-10.183206744106277,-7.917986699402164,23.0,7.0,18.0,8.0,16847.0,6.0,5.0,2000.0
2000-02-07,-11.1,-0.2,-4.583333333333333,-3.7,8.0,23.0,-16.9,-4.3,-10.983333333333334,-11.25,8.0,23.0,43.0,74.0,61.458333333333336,60.0,3.0,16.0,6.4,32.2,23.045833333333334,24.1,15.0,8.0,99.12,100.85,99.85666666666667,99.9,23.0,4.0,-15.7385902495984,-3.285643801095403,-8.577446861805855,-7.857324389392499,8.0,23.0,18.0,8.0,18148.0,0.0,6.0,2000.0
2000-02-08,-14.7,-2.9,-8.004166666666666,-5.800000000000001,16.0,7.0,-18.0,-12.3,-15.025,-14.45,14.0,6.0,43.0,76.0,58.375,55.5,7.0,17.0,16.1,24.1,23.033333333333335,24.1,0.0,9.0,99.89,101.19,100.75166666666667,100.95,9.0,23.0,-19.418474818625754,-7.134819937811416,-12.4800970331535,-10.145223334596377,16.0,7.0,18.0,8.0,17955.0,1.0,6.0,2000.0
2000-02-09,-3.6,3.4,0.5583333333333332,1.0,14.0,0.0,-12.2,-1.3,-4.266666666666667,-2.6,21.0,0.0,51.0,82.0,70.375,70.0,21.0,0.0,4.8,24.1,12.237499999999999,8.0,0.0,8.0,99.06,99.72,99.29458333333334,99.24000000000001,0.0,8.0,-7.813619441257391,0.7747772519443505,-2.4555376930650934,-1.5914093881605926,14.0,0.0,18.0,8.0,17298.0,2.0,6.0,2000.0
2000-02-10,-7.1,-1.5,-4.720833333333333,-4.85,0.0,23.0,-9.1,-5.3,-7.720833333333334,-7.8,0.0,23.0,74.0,87.0,79.66666666666667,80.0,18.0,1.0,1.0,24.1,13.037500000000001,12.100000000000001,0.0,12.0,98.66,99.75,99.34541666666667,99.58500000000001,6.0,23.0,-10.94321806555887,-4.764648481108056,-8.366835027512133,-8.590454570916181,0.0,23.0,18.0,8.0,17980.0,3.0,6.0,2000.0
2000-02-11,-10.8,-5.5,-7.391666666666667,-7.3,14.0,22.0,-15.8,-9.6,-12.125,-11.1,0.0,21.0,52.0,82.0,69.33333333333333,70.5,0.0,16.0,4.8,24.1,18.8125,24.1,7.0,1.0,98.56,100.29,99.30916666666667,99.32,23.0,2.0,-15.34362351059577,-9.602931661215031,-11.58109821203445,-11.334799287911206,14.0,22.0,18.0,8.0,17918.0,4.0,6.0,2000.0
2000-02-12,-16.4,-5.0,-10.1,-8.1,13.0,6.0,-18.8,-11.9,-15.079166666666667,-14.25,14.0,7.0,50.0,85.0,67.75,66.5,6.0,13.0,24.1,24.1,24.100000000000005,24.1,0.0,0.0,100.09,100.62,100.38499999999999,100.37,8.0,23.0,-21.17255369427132,-9.281241739534643,-14.570809575382981,-12.471483845037298,15.0,7.0,18.0,8.0,16952.0,5.0,6.0,2000.0
2000-02-13,-8.9,-2.4,-5.079166666666667,-4.15,13.0,0.0,-13.4,-5.8,-8.754166666666666,-8.75,17.0,0.0,61.0,87.0,75.58333333333333,73.5,17.0,13.0,1.0,24.1,14.454166666666667,17.7,0.0,15.0,99.09,100.05,99.59708333333333,99.62,1.0,23.0,-13.236351540985146,-6.216419356550539,-8.850317994022305,-7.597098713874359,13.0,0.0,18.0,8.0,16989.0,6.0,6.0,2000.0
2000-02-14,-7.4,-4.0,-5.125,-5.0,16.0,23.0,-11.0,-7.1,-8.441666666666666,-8.05,1.0,23.0,69.0,85.0,77.70833333333333,79.0,5.0,16.0,1.2,24.1,13.045833333333334,7.2,14.0,10.0,98.42,99.29,98.75541666666668,98.69,23.0,12.0,-11.479828840973582,-7.802878575438428,-8.873582027072114,-8.60284513019755,16.0,23.0,18.0,8.0,17764.0,0.0,7.0,2000.0
2000-02-15,-11.1,-0.8,-5.041666666666667,-3.55,15.0,4.0,-13.4,-4.6,-9.4375,-8.5,23.0,4.0,57.0,87.0,72.0,71.5,23.0,17.0,1.0,24.1,18.85,19.3,0.0,23.0,99.39,100.15,99.78625,99.82,11.0,0.0,-15.436351540985145,-4.462143534568622,-8.902950588473201,-7.054138247959855,15.0,4.0,18.0,8.0,18000.0,1.0,7.0,2000.0
2000-02-16,-8.8,1.4,-2.3000000000000003,-1.55,11.0,22.0,-13.7,-1.0,-6.191666666666666,-4.05,10.0,22.0,56.0,90.0,75.5,70.5,1.0,19.0,3.2,24.1,14.420833333333334,15.3,12.0,8.0,98.62,100.75,99.41666666666667,99.225,23.0,6.0,-13.165403879661442,-1.4742691809213717,-5.614426479265275,-4.57589237308906,11.0,22.0,18.0,8.0,17892.0,2.0,7.0,2000.0
2000-02-17,-11.1,-4.7,-7.7124999999999995,-7.6,14.0,8.0,-18.2,-11.1,-14.358333333333334,-14.3,23.0,9.0,49.0,70.0,59.208333333333336,57.5,0.0,14.0,24.1,24.1,24.100000000000005,24.1,0.0,0.0,100.79,101.55,101.22541666666666,101.22,11.0,0.0,-15.775719646834453,-9.074947966639431,-12.125929161180856,-11.982741967682694,14.0,8.0,18.0,8.0,18052.0,3.0,7.0,2000.0
2000-02-18,-6.8,-3.3,-4.829166666666667,-4.8,11.0,1.0,-11.2,-6.0,-7.945833333333333,-7.65,16.0,1.0,71.0,86.0,78.66666666666667,78.0,17.0,0.0,1.2,24.1,14.233333333333334,16.1,0.0,15.0,99.55,101.02,100.14958333333334,100.14,0.0,21.0,-10.902931661215032,-6.795628235225573,-8.500907745540347,-8.426611707652448,11.0,1.0,18.0,8.0,17541.0,4.0,7.0,2000.0
2000-02-19,-9.8,-1.7,-5.616666666666667,-5.35,17.0,8.0,-14.4,-8.2,-10.695833333333333,-9.899999999999999,18.0,8.0,53.0,80.0,67.95833333333333,68.0,4.0,17.0,4.8,24.1,21.09166666666667,24.1,6.0,4.0,99.42,99.95,99.77166666666666,99.85,11.0,2.0,-14.230773549408397,-5.671704325390118,-9.64347687514401,-9.13208910649525,17.0,8.0,18.0,8.0,16597.0,5.0,7.0,2000.0
2000-02-20,-5.4,-0.3,-2.6916666666666664,-2.5,14.0,4.0,-8.5,-5.2,-6.825,-6.699999999999999,14.0,2.0,61.0,83.0,73.45833333333333,73.0,6.0,16.0,6.4,24.1,16.3625,16.1,1.0,6.0,99.85,100.39,100.02916666666665,99.95,22.0,4.0,-9.16168346345988,-3.5472896099705733,-6.201949745136005,-5.987632885327837,14.0,4.0,18.0,8.0,16570.0,6.0,7.0,2000.0
2000-02-21,-5.5,3.4,-0.8083333333333332,-0.5,16.0,5.0,-8.7,-5.3,-6.5874999999999995,-6.3,15.0,5.0,49.0,78.0,65.75,67.0,4.0,16.0,8.0,24.1,18.7625,19.3,15.0,11.0,100.39,100.75,100.56458333333335,100.52,9.0,0.0,-9.289242727330684,-0.04797994772218539,-4.280781315651703,-3.9058661434147175,16.0,5.0,18.0,8.0,16888.0,0.0,8.0,2000.0
2000-02-22,1.7,9.0,5.329166666666667,6.0,16.0,7.0,-5.2,-0.9,-2.9250000000000003,-2.55,23.0,7.0,46.0,62.0,55.583333333333336,57.0,3.0,13.0,16.1,24.1,23.166666666666668,24.1,0.0,8.0,100.25,100.55,100.42,100.505,6.0,21.0,-1.5472896099705735,6.484550677082746,2.524829477230261,3.3612714015553826,16.0,7.0,18.0,8.0,16187.0,1.0,8.0,2000.0
2000-02-23,4.9,8.8,6.670833333333333,6.35,13.0,23.0,-0.4,4.2,2.225,1.9500000000000002,20.0,0.0,61.0,89.0,73.79166666666667,72.0,23.0,0.0,4.8,24.1,15.4,16.1,0.0,16.0,100.15,100.35,100.22625,100.22,22.0,3.0,3.6425648959484,7.3049240487715625,5.112274996829496,4.94272204631743,13.0,23.0,18.0,8.0,16016.0,2.0,8.0,2000.0
2000-02-24,3.3,10.1,6.129166666666666,5.85,12.0,6.0,2.3,6.1,4.304166666666666,4.3,11.0,6.0,70.0,94.0,88.45833333333333,91.0,4.0,13.0,2.4,8.0,4.333333333333333,4.0,0.0,16.0,99.69,100.32,100.03958333333333,100.12,2.0,23.0,1.7473892529129593,9.703610477042707,5.197218924493284,4.958063256097747,12.0,6.0,18.0,8.0,15971.0,3.0,8.0,2000.0
2000-02-25,2.0,5.9,4.295833333333333,4.6,12.0,23.0,1.2,5.3,3.483333333333333,3.6500000000000004,12.0,23.0,92.0,97.0,94.41666666666667,94.0,7.0,22.0,0.2,4.8,1.575,0.4,19.0,5.0,99.55,100.42,100.0,100.07,21.0,1.0,0.14383818993542863,5.292228481977077,3.107649819135746,3.5004284598169333,12.0,23.0,19.0,8.0,15936.0,4.0,8.0,2000.0
2000-02-26,1.7,10.5,5.7749999999999995,5.45,13.0,1.0,1.0,8.5,3.975,4.05,13.0,1.0,75.0,96.0,88.5,91.5,5.0,15.0,0.2,19.3,6.283333333333334,5.6,19.0,0.0,99.45,100.32,99.96458333333334,100.08500000000001,0.0,23.0,-0.20907476093409016,11.11630810073705,4.771328950490612,4.512165405385588,13.0,1.0,19.0,7.0,14650.0,5.0,8.0,2000.0
2000-02-27,4.8,14.6,8.720833333333333,7.699999999999999,14.0,23.0,-0.5,10.1,4.575,4.25,11.0,23.0,62.0,87.0,75.45833333333333,77.0,11.0,14.0,8.0,24.1,18.5625,18.5,12.0,11.0,98.92,99.49,99.14041666666667,99.03999999999999,22.0,13.0,2.515264444682336,14.761896087269662,7.952080648780432,6.524879982761899,13.0,23.0,19.0,7.0,14736.0,6.0,8.0,2000.0
2000-02-28,-1.9,4.4,2.316666666666667,2.75,15.0,23.0,-5.8,-0.6,-3.908333333333333,-4.5,0.0,21.0,51.0,76.0,63.875,65.5,23.0,15.0,24.1,24.1,24.100000000000005,24.1,0.0,0.0,99.42,100.55,99.89833333333333,99.88499999999999,22.0,0.0,-5.216021575172233,1.99150468901342,-0.6776607582279683,-0.30696054041727727,0.0,23.0,19.0,7.0,16424.0,0.0,9.0,2000.0
2000-02-29,-4.3,5.0,0.23749999999999996,0.9,16.0,7.0,-6.2,-1.7,-3.8083333333333336,-3.25,23.0,7.0,61.0,87.0,74.79166666666667,77.5,7.0,16.0,19.3,24.1,23.3,24.1,0.0,15.0,99.69,100.65,100.33749999999999,100.52,7.0,23.0,-7.715664779676207,2.418251144564636,-2.738947981689911,-1.8146586684886548,16.0,7.0,19.0,7.0,15798.0,1.0,9.0,2000.0
2000-03-01,1.0,12.5,4.616666666666666,3.8,15.0,0.0,-3.0,7.4,0.3833333333333333,-1.3,15.0,23.0,59.0,84.0,74.33333333333333,74.5,13.0,10.0,12.9,24.1,21.3,24.1,0.0,13.0,97.92,99.59,98.68666666666667,98.67,0.0,15.0,-1.5376954591305925,12.667941076835865,2.6372428186688173,1.3295606916316514,15.0,0.0,19.0,7.0,16212.0,2.0,9.0,2000.0
2000-03-02,-0.6,2.3,0.45,0.2,0.0,23.0,-7.5,-3.6,-5.541666666666667,-6.2,0.0,23.0,58.0,74.0,64.33333333333333,62.5,7.0,22.0,16.1,24.1,22.766666666666666,24.1,0.0,6.0,98.72,99.69,99.16625,99.175,22.0,3.0,-4.21797905073677,-0.6529463377547695,-2.8468652720518666,-3.1899288608615657,0.0,23.0,19.0,7.0,16728.0,3.0,9.0,2000.0
2000-03-03,-2.5,4.3,0.4166666666666666,-0.35,14.0,4.0,-10.5,-4.5,-7.191666666666666,-7.05,19.0,4.0,43.0,75.0,57.291666666666664,56.0,23.0,13.0,24.1,24.1,24.100000000000005,24.1,0.0,0.0,99.29,99.75,99.52499999999999,99.59,9.0,23.0,-6.520612850033907,0.818110371396128,-3.1361664364774207,-3.540562770498934,16.0,4.0,19.0,7.0,16098.0,4.0,9.0,2000.0
2000-03-04,-2.6,8.9,2.75,3.2,16.0,4.0,-5.5,-1.9,-3.9625,-4.35,19.0,3.0,41.0,82.0,63.375,67.5,1.0,13.0,20.9,24.1,23.833333333333332,24.1,0.0,7.0,98.56,99.26,98.88416666666666,98.85499999999999,2.0,16.0,-5.881889628603872,6.005863344454859,-0.2624812525055861,0.5212571931033545,16.0,4.0,19.0,7.0,14828.0,5.0,9.0,2000.0
2000-03-05,0.0,6.5,3.4291666666666667,2.95,16.0,7.0,-4.7,-1.5,-3.2708333333333335,-3.1500000000000004,8.0,17.0,46.0,81.0,62.375,63.0,7.0,16.0,24.1,24.1,24.100000000000005,24.1,0.0,0.0,98.69,99.82,99.22250000000001,99.275,22.0,3.0,-2.8138629998366445,3.414356198904597,0.5464620762758257,0.23954109270074597,16.0,7.0,19.0,7.0,15064.0,6.0,9.0,2000.0
2000-03-06,-2.1,9.8,4.029166666666667,4.75,16.0,6.0,-5.9,-1.6,-3.733333333333333,-3.8,21.0,6.0,37.0,76.0,58.5,61.0,5.0,14.0,24.1,24.1,24.100000000000005,24.1,0.0,0.0,99.82,100.39,100.18916666666667,100.235,10.0,0.0,-5.46635411289882,7.174777251944351,1.0609089183054772,1.9334518493963724,16.0,6.0,19.0,7.0,15695.0,0.0,10.0,2000.0
2000-03-07,1.4,12.5,6.608333333333333,6.95,16.0,4.0,-4.4,0.8,-1.7583333333333335,-1.4,14.0,6.0,44.0,68.0,55.75,54.5,0.0,16.0,14.5,24.1,19.633333333333336,19.3,0.0,14.0,99.12,100.22,99.63916666666667,99.655,0.0,17.0,-1.6105832222900367,10.48713524360784,4.058090105504303,4.3420266307164415,16.0,4.0,19.0,7.0,15333.0,1.0,10.0,2000.0
2000-03-08,2.1,21.1,12.229166666666666,13.15,16.0,5.0,-1.9,13.1,5.7625,7.2,15.0,5.0,49.0,80.0,65.33333333333333,64.5,8.0,19.0,6.4,24.1,13.800000000000002,16.1,0.0,10.0,98.46,99.26,98.95541666666666,99.07,8.0,23.0,-0.5035578169929988,23.85188467078159,12.114546850362608,13.240714225576205,15.0,5.0,19.0,7.0,14943.0,2.0,10.0,2000.0
2000-03-09,-2.9,20.6,12.179166666666667,15.649999999999999,13.0,23.0,-7.1,9.8,4.5625,6.199999999999999,10.0,23.0,36.0,88.0,62.166666666666664,59.0,19.0,13.0,11.3,24.1,18.96666666666667,19.3,0.0,17.0,97.66,99.39,98.19416666666666,98.06,23.0,14.0,-6.457648090632977,20.08591168208278,11.533696733116791,15.798545819117713,12.0,23.0,19.0,7.0,16105.0,3.0,10.0,2000.0
2000-03-10,-5.6,-3.1,-4.741666666666666,-4.8,0.0,14.0,-13.5,-7.5,-9.700000000000001,-8.3,0.0,7.0,52.0,83.0,69.125,72.0,15.0,7.0,3.6,24.1,17.495833333333334,21.700000000000003,0.0,14.0,99.49,100.39,100.05458333333333,100.135,20.0,0.0,-9.646106120110211,-6.71797905073677,-8.642208457677919,-8.816569558569729,0.0,7.0,19.0,7.0,16462.0,4.0,10.0,2000.0
2000-03-11,-4.2,1.0,-1.7125000000000001,-1.85,15.0,1.0,-8.4,-4.2,-6.9125000000000005,-6.95,23.0,4.0,55.0,85.0,68.0,68.0,23.0,14.0,3.2,24.1,19.458333333333332,19.3,5.0,23.0,99.12,100.32,99.84500000000001,99.935,0.0,23.0,-7.862143534568622,-2.4156647796762063,-5.235298565960265,-5.080783777212325,15.0,1.0,19.0,7.0,15521.0,5.0,10.0,2000.0
2000-03-12,-3.3,2.2,-0.7541666666666665,-0.85,16.0,6.0,-13.7,-4.1,-8.829166666666667,-9.75,0.0,12.0,32.0,89.0,57.958333333333336,52.0,3.0,17.0,1.0,24.1,17.0625,24.1,8.0,4.0,98.92,100.09,99.41458333333333,99.35499999999999,23.0,2.0,-6.599013758995588,-1.9592662036258721,-4.510408828193545,-4.7466841672301445,16.0,6.0,19.0,7.0,15423.0,6.0,10.0,2000.0
2000-03-13,-4.8,2.1,-0.7916666666666666,-0.4,15.0,7.0,-10.9,-1.2,-7.166666666666667,-7.25,23.0,13.0,39.0,90.0,63.375,64.5,23.0,13.0,2.0,24.1,20.870833333333334,24.1,0.0,22.0,99.99,100.52,100.25958333333334,100.25,10.0,23.0,-8.808515309740425,-1.4880221097894806,-4.313673403890393,-3.9038028415643433,15.0,7.0,19.0,7.0,16402.0,0.0,11.0,2000.0
2000-03-14,0.3,8.9,4.6625000000000005,4.95,16.0,0.0,-1.2,1.4,-0.10416666666666667,-0.2,10.0,1.0,52.0,90.0,72.5,70.5,0.0,16.0,4.0,16.1,11.645833333333334,12.100000000000001,16.0,7.0,99.65,99.92,99.76666666666667,99.77000000000001,0.0,15.0,-2.1249818076304656,6.615264444682337,2.4767941849215425,2.906352307967122,16.0,0.0,19.0,7.0,15934.0,1.0,11.0,2000.0
2000-03-15,3.3,10.7,6.370833333333334,6.25,22.0,3.0,-0.7,7.5,2.4333333333333336,3.1,23.0,2.0,66.0,89.0,76.125,74.5,11.0,20.0,4.8,19.3,11.129166666666668,11.3,22.0,12.0,99.06,99.75,99.455,99.555,0.0,23.0,0.99150468901342,10.907459566106192,4.909248253522907,5.173502871252457,23.0,3.0,19.0,7.0,15918.0,2.0,11.0,2000.0
2000-03-16,-1.9,10.8,1.0833333333333333,-0.15000000000000002,0.0,9.0,-10.7,8.0,-4.641666666666667,-6.35,0.0,21.0,46.0,88.0,66.75,67.5,3.0,21.0,11.3,24.1,20.96666666666667,24.1,7.0,3.0,99.09,100.09,99.77583333333332,99.92,10.0,0.0,-5.2329137763897835,11.20874485407466,-1.8533343454019489,-3.703610889033727,0.0,9.0,19.0,7.0,16823.0,3.0,11.0,2000.0
2000-03-17,-6.4,-0.8,-3.5500000000000003,-3.8499999999999996,15.0,7.0,-17.3,-10.4,-14.158333333333333,-13.95,0.0,13.0,29.0,57.0,44.625,48.0,7.0,15.0,24.1,24.1,24.100000000000005,24.1,0.0,0.0,99.89,101.49,100.67666666666666,100.77,23.0,0.0,-10.755790081487838,-5.108515309740424,-7.9470404065816505,-8.134154086278226,0.0,7.0,19.0,7.0,16651.0,4.0,11.0,2000.0
2000-03-18,-6.5,0.7,-2.4916666666666667,-1.75,14.0,1.0,-14.7,-6.3,-10.775,-10.65,23.0,3.0,45.0,62.0,53.208333333333336,52.0,21.0,15.0,24.1,24.1,24.100000000000005,24.1,0.0,0.0,100.82,101.65,101.30791666666666,101.39,9.0,22.0,-10.816628698573181,-3.1298656583937037,-6.520777623320254,-5.552688439872392,14.0,1.0,19.0,7.0,15506.0,5.0,11.0,2000.0
2000-03-19,-2.1,4.6,1.9583333333333333,3.15,21.0,5.0,-7.3,1.3,-4.304166666666666,-5.5,23.0,9.0,47.0,81.0,64.04166666666667,66.5,23.0,11.0,19.3,24.1,22.700000000000003,24.1,0.0,17.0,100.09,100.72,100.37416666666667,100.435,0.0,18.0,-5.515664779676206,2.638693503401898,-1.076720899096406,-0.0714589225980733,21.0,5.0,19.0,7.0,15141.0,6.0,11.0,2000.0
2000-03-20,4.5,9.3,7.0874999999999995,7.95,15.0,0.0,-3.8,2.3,0.30833333333333335,0.7,13.0,22.0,41.0,77.0,62.916666666666664,64.0,0.0,22.0,14.5,24.1,19.633333333333336,19.3,1.0,9.0,100.12,100.45,100.28666666666668,100.32,23.0,0.0,2.5647247048136856,7.524502011494662,5.026091575148254,5.509351341695583,15.0,0.0,19.0,7.0,15578.0,0.0,12.0,2000.0
2000-03-21,4.4,10.6,7.283333333333334,6.8,15.0,6.0,-2.9,1.6,-0.7583333333333333,-0.8,15.0,6.0,44.0,69.0,56.833333333333336,57.0,22.0,14.0,19.3,24.1,23.099999999999998,24.1,0.0,9.0,100.49,100.82,100.67083333333333,100.69,20.0,0.0,1.586137000163356,8.851739074766128,4.954333094908644,4.865486716771635,15.0,6.0,19.0,7.0,14949.0,1.0,12.0,2000.0
2000-03-22,4.7,14.0,9.487499999999999,9.9,14.0,5.0,0.0,4.9,2.2375000000000003,1.45,22.0,9.0,46.0,75.0,61.416666666666664,63.5,23.0,14.0,16.1,24.1,20.76666666666667,19.3,0.0,19.0,100.69,100.99,100.81541666666668,100.79,9.0,23.0,2.6362427956541485,12.56320056635705,7.9429543260341875,8.71019149336589,14.0,5.0,19.0,7.0,15019.0,2.0,12.0,2000.0
2000-03-23,7.2,15.4,10.887500000000001,10.55,16.0,2.0,3.9,7.4,5.6000000000000005,5.300000000000001,12.0,2.0,56.0,82.0,70.29166666666667,70.5,4.0,13.0,4.0,19.3,10.3625,11.3,0.0,9.0,100.49,100.85,100.66833333333334,100.69,7.0,19.0,6.128912168564294,15.528665683400634,10.399643922403163,9.896658884664237,16.0,2.0,19.0,7.0,14982.0,3.0,12.0,2000.0
2000-03-24,3.7,15.0,9.404166666666667,10.05,15.0,6.0,-3.1,4.1,0.6208333333333333,0.8500000000000001,0.0,21.0,37.0,88.0,58.083333333333336,44.0,6.0,18.0,4.8,24.1,17.55,19.3,13.0,7.0,99.35,100.49,100.08791666666667,100.27,0.0,23.0,1.9791523595892841,13.038693503401898,7.436596236648657,7.20579928973094,15.0,7.0,19.0,7.0,14530.0,4.0,12.0,2000.0
2000-03-25,6.2,20.0,12.625,11.600000000000001,15.0,6.0,-3.7,11.3,2.470833333333333,1.65,11.0,21.0,29.0,81.0,52.708333333333336,50.0,7.0,17.0,9.7,24.1,21.233333333333334,24.1,0.0,4.0,98.32,99.26,98.64,98.52,0.0,14.0,4.822227209680144,21.605520129405484,11.39746261784716,9.239417403650833,13.0,6.0,19.0,7.0,13854.0,5.0,12.0,2000.0
2000-03-26,4.2,10.4,7.320833333333333,7.1,16.0,7.0,-5.1,-1.6,-3.225,-3.1500000000000004,2.0,22.0,38.0,64.0,47.541666666666664,46.0,6.0,16.0,24.1,24.1,24.100000000000005,24.1,0.0,0.0,98.36,98.72,98.57208333333334,98.605,9.0,23.0,1.4895410927007462,7.525730819078628,4.447288072521785,4.168868884758972,16.0,7.0,19.0,7.0,14359.0,6.0,12.0,2000.0
2000-03-27,2.6,9.4,5.616666666666667,5.75,17.0,3.0,-3.1,3.9,0.45416666666666666,1.05,15.0,6.0,56.0,84.0,69.91666666666667,70.5,14.0,7.0,4.8,24.1,20.6875,24.1,0.0,9.0,97.12,98.29,97.54541666666667,97.52,0.0,12.0,0.06230454086940762,7.818897396411329,3.6037919921743615,3.8117268553187387,17.0,3.0,19.0,7.0,15469.0,0.0,13.0,2000.0
2000-03-28,-0.4,10.2,4.741666666666666,4.65,13.0,6.0,-3.4,3.6,-0.2875,-0.05,11.0,15.0,41.0,94.0,72.5,75.5,9.0,15.0,0.2,24.1,17.70416666666667,24.1,0.0,7.0,96.99,97.56,97.25916666666666,97.24000000000001,0.0,14.0,-3.0681238750721964,8.111043876552849,2.5321752923427066,2.7145181078917084,13.0,6.0,19.0,7.0,15642.0,1.0,13.0,2000.0
2000-03-29,2.0,5.6,3.5749999999999997,3.5,15.0,4.0,-4.2,0.4,-1.7750000000000001,-1.5,0.0,21.0,61.0,81.0,68.16666666666667,65.5,4.0,13.0,16.1,24.1,23.033333333333335,24.1,0.0,4.0,97.19,98.99,98.14333333333333,98.19,23.0,0.0,-0.6914999533257444,3.2211538981128793,1.0071357702712118,0.8407805773847217,15.0,22.0,19.0,7.0,15871.0,2.0,13.0,2000.0
2000-03-30,0.5,8.8,4.308333333333334,3.8,16.0,6.0,-5.5,-0.9,-3.0416666666666665,-2.8499999999999996,8.0,23.0,44.0,79.0,60.0,59.5,6.0,14.0,24.1,24.1,24.100000000000005,24.1,0.0,0.0,98.99,99.65,99.28458333333333,99.29,23.0,0.0,-2.2729144562624795,6.089541092700747,1.474535097354309,1.0863936998730395,16.0,6.0,19.0,7.0,15752.0,3.0,13.0,2000.0
2000-03-31,-0.3,12.8,6.291666666666667,6.699999999999999,17.0,6.0,-5.6,-1.5,-3.5749999999999997,-3.5999999999999996,16.0,0.0,33.0,73.0,51.25,50.0,5.0,13.0,24.1,24.1,24.100000000000005,24.1,0.0,0.0,99.62,100.05,99.86666666666667,99.89,23.0,0.0,-3.42242112750881,10.174777251944352,3.351901801197642,3.8760019271345305,17.0,6.0,19.0,6.0,15210.0,4.0,13.0,2000.0
2000-04-01,2.3,16.5,9.9125,11.7,14.0,2.0,-6.3,-0.4,-3.5083333333333333,-3.75,14.0,3.0,27.0,59.0,40.333333333333336,33.0,0.0,12.0,20.9,24.1,23.96666666666667,24.1,0.0,14.0,99.45,100.02,99.79333333333334,99.85499999999999,1.0,23.0,-0.9818896286038719,14.239180444057192,6.992669823900481,8.586866020984722,14.0,2.0,19.0,6.0,13895.0,5.0,13.0,2000.0
2000-04-02,7.7,12.1,9.383333333333333,8.95,13.0,10.0,-3.7,6.7,2.4458333333333333,2.0,16.0,0.0,36.0,84.0,63.708333333333336,58.5,14.0,0.0,8.0,24.1,15.695833333333333,15.3,0.0,14.0,99.06,99.49,99.22666666666667,99.205,0.0,12.0,5.715264444682337,11.0926206392822,7.975394155042754,8.012319973716462,13.0,9.0,20.0,7.0,13563.0,6.0,13.0,2000.0
2000-04-03,5.6,9.0,7.504166666666666,7.65,12.0,7.0,3.6,6.6,5.395833333333333,5.8,12.0,6.0,78.0,95.0,86.5,86.0,23.0,0.0,2.4,9.7,4.970833333333333,4.4,0.0,7.0,98.12,99.22,98.79666666666667,98.86,0.0,23.0,4.528912168564293,8.860435022533203,6.939176794891666,7.161742752133928,12.0,7.0,20.0,7.0,14256.0,0.0,14.0,2000.0
2000-04-04,-0.1,9.3,5.254166666666666,6.15,11.0,23.0,-6.5,7.2,1.7125000000000001,3.75,6.0,22.0,59.0,96.0,78.54166666666667,78.5,5.0,20.0,0.6,24.1,14.912500000000001,19.3,15.0,4.0,97.52,98.42,97.88499999999999,97.78999999999999,22.0,5.0,-3.449691058286618,8.589632072129234,3.714111374387638,5.542228481977077,6.0,23.0,20.0,7.0,14918.0,1.0,14.0,2000.0
2000-04-05,-1.3,4.4,1.3625,1.5,17.0,4.0,-7.0,-2.2,-5.291666666666667,-5.35,23.0,9.0,52.0,79.0,61.541666666666664,60.0,4.0,20.0,9.7,24.1,22.166666666666668,24.1,0.0,4.0,98.42,98.86,98.69875,98.74000000000001,12.0,0.0,-4.666354112898819,1.370461515785744,-1.8943208201589579,-1.7631768439857591,17.0,5.0,20.0,7.0,14834.0,2.0,14.0,2000.0
