,temp_min,temp_max,temp_mean,temp_median,temp_max_hour,temp_min_hour,dew_point_temp_min,dew_point_temp_max,dew_point_temp_mean,dew_point_temp_median,dew_point_temp_max_hour,dew_point_temp_min_hour,rel_hum_min,rel_hum_max,rel_hum_mean,rel_hum_median,rel_hum_max_hour,rel_hum_min_hour,visibility_min,visibility_max,visibility_mean,visibility_median,visibility_max_hour,visibility_min_hour,press_min,press_max,press_mean,press_median,press_max_hour,press_min_hour,hmdxx_min,hmdxx_max,hmdxx_mean,hmdxx_median,hmdxx_max_hour,hmdxx_min_hour,sun_set,sun_rise,hourly_demand,day_of_week,week_of_year,year
2007-02-05,-16.7,-10.5,-13.408333333333333,-12.45,16.0,5.0,-22.9,-11.5,-17.325,-15.7,16.0,0.0,55.0,92.0,72.95833333333333,74.5,16.0,0.0,0.2,24.1,16.045833333333334,21.700000000000003,0.0,16.0,99.52,100.14,99.80791666666666,99.85,20.0,4.0,-21.66883627988846,-14.636973678316185,-18.039229873763162,-16.929765437082125,16.0,5.0,18.0,8.0,19361.0,0.0,6.0,2007.0
2007-02-06,-15.3,-10.0,-12.950000000000001,-13.2,14.0,22.0,-19.2,-15.4,-17.175,-16.9,0.0,19.0,54.0,82.0,71.16666666666667,75.0,4.0,14.0,24.1,24.1,24.100000000000005,24.1,0.0,0.0,99.35,100.07,99.85125,99.975,3.0,23.0,-20.039138667400323,-14.682980060273081,-17.605980969747254,-17.79610670782023,14.0,22.0,18.0,8.0,19308.0,1.0,6.0,2007.0
2007-02-07,-15.8,-8.6,-11.495833333333332,-10.100000000000001,15.0,3.0,-18.2,-13.0,-15.329166666666666,-14.95,16.0,3.0,62.0,84.0,73.625,72.0,5.0,17.0,16.1,24.1,23.76666666666667,24.1,0.0,14.0,99.16,99.35,99.25875,99.275,17.0,23.0,-20.53230264570534,-12.896617866755275,-15.999735741020565,-14.579829707621201,16.0,3.0,18.0,8.0,18958.0,2.0,6.0,2007.0
2007-02-08,-10.7,-5.2,-8.166666666666666,-7.85,14.0,5.0,-14.6,-9.9,-12.904166666666667,-13.3,22.0,10.0,53.0,86.0,69.33333333333333,70.5,22.0,14.0,8.0,24.1,23.229166666666668,24.1,0.0,8.0,98.99,99.38,99.1325,99.10499999999999,11.0,5.0,-15.06540387966144,-9.516628698573182,-12.449008382183463,-12.057124176399006,14.0,5.0,18.0,8.0,18674.0,3.0,6.0,2007.0
2007-02-09,-14.1,-3.9,-8.1,-7.6,15.0,5.0,-16.5,-9.9,-12.470833333333333,-11.25,21.0,4.0,57.0,87.0,71.20833333333333,71.5,1.0,15.0,6.4,24.1,21.958333333333332,24.1,2.0,1.0,99.08,99.69,99.51333333333334,99.58,11.0,0.0,-18.700047817908082,-7.884061591011504,-12.323484102751578,-11.725545739006822,16.0,5.0,18.0,8.0,18222.0,4.0,6.0,2007.0
2007-02-10,-10.3,-4.7,-8.049999999999999,-8.65,13.0,3.0,-14.3,-9.6,-12.4125,-12.649999999999999,14.0,23.0,57.0,81.0,71.33333333333333,74.5,4.0,16.0,16.1,24.1,23.76666666666667,24.1,0.0,13.0,99.31,99.93,99.5575,99.465,21.0,5.0,-14.636351540985146,-8.79142141038096,-12.281378277746976,-12.86361944125739,13.0,3.0,18.0,8.0,17444.0,5.0,6.0,2007.0
2007-02-11,-11.6,-5.7,-8.166666666666666,-8.15,16.0,2.0,-15.0,-10.1,-12.591666666666667,-12.55,23.0,2.0,61.0,78.0,70.79166666666667,72.0,9.0,15.0,19.3,24.1,23.900000000000002,24.1,0.0,9.0,99.57,99.94,99.77958333333333,99.82,0.0,15.0,-16.08420065884446,-9.771704325390118,-12.416215758397684,-12.395268607873955,23.0,2.0,18.0,8.0,17649.0,6.0,6.0,2007.0
2007-02-12,-14.3,-5.7,-8.3375,-7.45,0.0,23.0,-20.3,-9.4,-12.4625,-11.4,1.0,23.0,60.0,84.0,72.375,74.0,6.0,23.0,9.7,24.1,22.766666666666666,24.1,0.0,9.0,99.85,100.84,100.28708333333333,100.315,23.0,0.0,-19.165499188452607,-9.608591924133098,-12.547041356198958,-11.563747203438977,0.0,23.0,18.0,8.0,18946.0,0.0,7.0,2007.0
2007-02-13,-17.5,-14.0,-15.604166666666666,-15.3,16.0,8.0,-26.7,-17.5,-22.087500000000002,-22.8,23.0,10.0,39.0,79.0,58.625,60.5,23.0,16.0,2.0,24.1,18.691666666666666,24.1,0.0,20.0,99.97,101.19,100.78750000000001,100.92500000000001,9.0,23.0,-22.51270085118935,-19.099713834586964,-20.55554487333912,-20.207468564367332,16.0,8.0,18.0,8.0,19717.0,1.0,7.0,2007.0
2007-02-14,-15.4,-10.8,-13.8125,-14.3,16.0,2.0,-24.6,-15.2,-17.591666666666665,-17.6,17.0,23.0,43.0,79.0,73.41666666666667,75.0,0.0,23.0,0.8,24.1,11.5,4.4,14.0,11.0,99.16,99.94,99.40291666666667,99.345,0.0,15.0,-20.17908607307125,-15.310043671837324,-18.493313965794627,-18.964719513537705,16.0,3.0,18.0,8.0,19282.0,2.0,7.0,2007.0
2007-02-15,-20.1,-9.8,-14.408333333333333,-13.6,23.0,8.0,-25.5,-12.2,-20.041666666666668,-20.0,23.0,0.0,41.0,94.0,63.416666666666664,62.0,2.0,0.0,9.7,24.1,23.5,24.1,0.0,23.0,98.88,99.39,99.22000000000001,99.31,9.0,23.0,-25.157931740420292,-14.01361944125739,-19.220695029069955,-18.504578279900354,23.0,8.0,18.0,8.0,19310.0,3.0,7.0,2007.0
2007-02-16,-11.0,-5.7,-8.508333333333333,-9.350000000000001,17.0,23.0,-16.3,-11.3,-12.566666666666668,-12.4,6.0,23.0,58.0,86.0,73.04166666666667,73.5,5.0,17.0,8.0,24.1,21.495833333333334,24.1,1.0,5.0,98.69,98.84,98.77125,98.765,0.0,17.0,-15.59216559773237,-9.955717277936493,-12.756157065636584,-13.524590025152321,17.0,23.0,18.0,8.0,18278.0,4.0,7.0,2007.0
2007-02-17,-11.3,-5.3,-8.358333333333333,-8.25,15.0,2.0,-17.4,-8.8,-12.158333333333333,-11.45,14.0,1.0,60.0,84.0,74.25,75.0,23.0,1.0,4.8,24.1,19.09166666666667,24.1,0.0,13.0,98.37,98.79,98.55958333333332,98.555,2.0,17.0,-15.946127670802326,-9.129865658393703,-12.533571571318022,-12.380535290254112,15.0,2.0,18.0,8.0,17242.0,5.0,7.0,2007.0
2007-02-18,-16.9,-8.5,-11.2875,-10.7,0.0,23.0,-21.6,-10.5,-15.9375,-14.5,0.0,23.0,46.0,89.0,69.70833333333333,71.0,4.0,15.0,19.3,24.1,23.900000000000002,24.1,0.0,6.0,98.5,99.75,99.03208333333333,98.985,23.0,0.0,-21.837832181382048,-12.520612850033906,-15.810959921332904,-15.147823581047781,0.0,23.0,18.0,8.0,18204.0,6.0,7.0,2007.0
2007-02-19,-17.0,-1.2,-8.9,-7.75,23.0,0.0,-21.2,-5.8,-13.808333333333332,-13.45,23.0,0.0,55.0,80.0,68.08333333333333,68.5,9.0,19.0,12.9,24.1,23.233333333333334,24.1,0.0,13.0,98.12,99.92,99.29041666666667,99.6,2.0,23.0,-21.916344939528564,-4.5496910582866175,-13.207988262581596,-12.095788332606306,23.0,0.0,18.0,8.0,18146.0,0.0,8.0,2007.0
2007-02-20,-1.4,4.1,2.183333333333333,2.9,13.0,23.0,-5.8,-0.4,-2.0791666666666666,-1.35,11.0,23.0,67.0,78.0,73.33333333333333,72.5,9.0,3.0,14.5,24.1,20.366666666666667,21.700000000000003,0.0,15.0,98.01,98.73,98.28166666666668,98.285,23.0,2.0,-4.749691058286618,1.767900276214224,-0.4399132983858945,0.507240838687244,13.0,23.0,18.0,8.0,17371.0,1.0,8.0,2007.0
2007-02-21,-5.9,3.4,-0.9624999999999999,-0.2,16.0,6.0,-7.8,-2.9,-5.3374999999999995,-5.699999999999999,23.0,6.0,54.0,87.0,73.08333333333333,77.0,7.0,12.0,24.1,24.1,24.100000000000005,24.1,0.0,0.0,98.79,99.27,99.07,99.10499999999999,11.0,0.0,-9.562143534568623,0.3704615157857436,-4.2186672170701405,-3.034065637240235,16.0,6.0,18.0,8.0,17278.0,2.0,8.0,2007.0
2007-02-22,-6.2,3.7,-0.325,-0.05,13.0,23.0,-10.1,1.1,-2.7416666666666667,-1.75,12.0,23.0,69.0,99.0,84.16666666666667,85.0,8.0,20.0,0.8,24.1,16.820833333333336,21.700000000000003,0.0,8.0,97.77,99.16,98.28541666666666,98.22,23.0,10.0,-10.171704325390117,1.764724704813686,-3.0314150812775362,-2.6922199739494954,13.0,23.0,18.0,8.0,17969.0,3.0,8.0,2007.0
2007-02-23,-11.8,-6.2,-8.908333333333333,-8.65,16.0,8.0,-17.6,-10.5,-14.9125,-15.5,0.0,10.0,40.0,74.0,62.708333333333336,70.0,23.0,16.0,24.1,24.1,24.100000000000005,24.1,0.0,0.0,99.3,100.61,100.26458333333333,100.44,20.0,0.0,-16.384224566421125,-10.420612850033908,-13.371992120524988,-13.257842596005606,0.0,8.0,18.0,8.0,18117.0,4.0,8.0,2007.0
2007-02-24,-12.2,-2.8,-8.741666666666667,-9.45,15.0,7.0,-17.3,-10.1,-14.208333333333334,-15.2,16.0,1.0,55.0,78.0,64.875,63.0,22.0,15.0,24.1,24.1,24.100000000000005,24.1,0.0,0.0,100.38,100.76,100.57583333333334,100.56,9.0,23.0,-16.751864494108,-6.820612850033907,-13.132585483511592,-13.815169018620555,15.0,7.0,18.0,8.0,16863.0,5.0,8.0,2007.0
2007-02-25,-8.7,-1.3,-4.404166666666667,-3.1,23.0,2.0,-11.7,-2.4,-7.041666666666667,-6.65,22.0,0.0,70.0,95.0,82.0,80.0,20.0,17.0,0.4,24.1,20.108333333333334,24.1,0.0,19.0,98.65,100.37,99.52499999999999,99.57,0.0,23.0,-12.814360112493226,-4.010458907299254,-7.90295037073349,-6.587632885327838,23.0,2.0,19.0,8.0,17091.0,6.0,8.0,2007.0
2007-02-26,-4.0,-1.7,-2.8166666666666664,-2.8,0.0,10.0,-5.4,-2.6,-4.066666666666666,-3.95,0.0,10.0,86.0,94.0,91.08333333333333,91.5,0.0,13.0,2.0,16.1,7.145833333333333,3.8,0.0,8.0,98.46,99.12,98.76166666666667,98.75999999999999,22.0,4.0,-7.281889628603872,-4.452234448833585,-5.854184606953673,-5.8792839867357785,0.0,10.0,19.0,7.0,17582.0,0.0,9.0,2007.0
2007-02-27,-3.9,-0.3,-2.2083333333333335,-2.3,18.0,3.0,-5.4,-2.5,-4.3875,-4.9,21.0,12.0,70.0,94.0,85.25,87.0,0.0,14.0,4.8,24.1,15.679166666666667,16.1,3.0,0.0,99.09,99.67,99.3525,99.345,21.0,3.0,-7.147289609970573,-3.194136655545141,-5.3038190062649315,-5.502155378056341,18.0,5.0,19.0,7.0,17301.0,1.0,9.0,2007.0
2007-02-28,-5.2,0.6,-1.8208333333333335,-2.0,15.0,23.0,-13.8,-5.3,-9.370833333333334,-10.100000000000001,2.0,17.0,35.0,82.0,57.791666666666664,58.5,2.0,17.0,24.1,24.1,24.100000000000005,24.1,0.0,0.0,99.67,100.11,99.96416666666666,100.03,20.0,0.0,-9.302931661215032,-3.4681534311330275,-5.671613084261204,-5.549279948220303,16.0,23.0,19.0,7.0,17306.0,2.0,9.0,2007.0
2007-03-01,-7.1,-0.8,-3.3249999999999997,-2.8499999999999996,11.0,1.0,-11.7,-2.5,-6.529166666666666,-5.4,23.0,1.0,57.0,94.0,79.20833333333333,75.0,15.0,5.0,0.4,24.1,15.425000000000002,24.1,0.0,15.0,98.12,100.08,99.40666666666668,99.58,2.0,23.0,-11.259266203625872,-3.8314162042381747,-6.746121174892385,-6.191544797659022,23.0,1.0,19.0,7.0,17902.0,3.0,9.0,2007.0
2007-03-02,-0.8,3.0,0.7125,0.30000000000000004,13.0,0.0,-5.8,1.7,-1.6208333333333333,-1.4,8.0,22.0,63.0,99.0,85.25,89.5,5.0,22.0,3.2,24.1,17.133333333333336,21.700000000000003,9.0,8.0,96.95,97.99,97.39583333333333,97.31,0.0,7.0,-3.8329137763897836,0.41825114456463597,-1.8010951591488478,-2.074630803964629,13.0,23.0,19.0,7.0,16797.0,4.0,9.0,2007.0
2007-03-03,-3.2,0.1,-0.9874999999999999,-0.75,1.0,23.0,-7.4,-4.5,-5.629166666666666,-5.6,19.0,11.0,60.0,82.0,70.79166666666667,70.5,6.0,11.0,12.9,24.1,23.433333333333337,24.1,0.0,6.0,97.74,98.32,97.93291666666666,97.855,22.0,3.0,-6.67985451282849,-3.1990137589955885,-4.304604604771803,-3.954197735887838,1.0,23.0,19.0,7.0,16110.0,5.0,9.0,2007.0
2007-03-04,-4.1,-1.7,-2.75,-2.65,15.0,2.0,-9.2,-6.2,-7.829166666666667,-7.8,0.0,14.0,57.0,83.0,68.375,66.0,6.0,14.0,16.1,24.1,23.566666666666666,24.1,0.0,5.0,98.36,98.87,98.68791666666665,98.775,18.0,0.0,-7.6432180655588695,-5.502878575438428,-6.411361241260427,-6.239818375629365,16.0,9.0,19.0,7.0,16717.0,6.0,9.0,2007.0
2007-03-05,-16.0,-2.9,-6.979166666666667,-5.5,2.0,23.0,-21.1,-5.4,-12.170833333333334,-10.7,6.0,23.0,52.0,88.0,67.0,64.0,6.0,16.0,4.8,24.1,20.616666666666667,24.1,0.0,6.0,98.36,100.51,99.17541666666666,98.965,23.0,4.0,-20.910868276833632,-6.532802705921305,-11.108817460556116,-9.442286393841783,2.0,23.0,19.0,7.0,19030.0,0.0,10.0,2007.0
2007-03-06,-22.0,-12.5,-17.0125,-17.3,16.0,7.0,-31.0,-17.4,-25.266666666666666,-24.65,23.0,8.0,36.0,72.0,49.25,48.5,23.0,17.0,6.4,24.1,22.691666666666666,24.1,0.0,23.0,100.63,101.53,101.17125,101.16,9.0,0.0,-27.27519354267165,-17.51270085118935,-22.098339363267574,-22.36368235999374,16.0,7.0,19.0,7.0,19220.0,1.0,10.0,2007.0
2007-03-07,-14.8,-6.4,-10.5375,-10.100000000000001,15.0,5.0,-17.8,-11.6,-15.166666666666666,-16.1,19.0,5.0,52.0,82.0,69.54166666666667,72.5,23.0,14.0,6.4,24.1,21.15416666666667,24.1,4.0,1.0,100.2,100.85,100.415,100.4,0.0,15.0,-19.504436939910367,-10.736351540985146,-15.025453874263851,-14.538181567311895,15.0,5.0,19.0,7.0,18435.0,2.0,10.0,2007.0
2007-03-08,-10.6,-4.3,-7.358333333333333,-6.5,15.0,0.0,-14.8,-11.1,-13.483333333333334,-13.350000000000001,10.0,17.0,44.0,81.0,63.0,58.5,7.0,15.0,19.3,24.1,23.900000000000002,24.1,0.0,7.0,100.13,100.8,100.49083333333334,100.58500000000001,22.0,4.0,-14.993828802437479,-8.75778108723485,-11.69947687904049,-10.761097479894678,15.0,1.0,19.0,7.0,18680.0,3.0,10.0,2007.0
2007-03-09,-6.7,0.0,-3.0124999999999997,-2.0,17.0,5.0,-13.8,-3.5,-8.3375,-8.65,23.0,0.0,55.0,85.0,67.125,67.0,23.0,0.0,24.1,24.1,24.100000000000005,24.1,0.0,0.0,99.64,100.76,100.32333333333334,100.43,0.0,23.0,-10.73262489750623,-3.4156647796762063,-6.7144420159467755,-5.85605984341532,17.0,5.0,19.0,7.0,17307.0,4.0,10.0,2007.0
2007-03-10,-2.6,5.6,1.9875,2.2,11.0,2.0,-4.7,4.6,0.13749999999999998,0.5,11.0,3.0,80.0,97.0,87.58333333333333,87.0,10.0,15.0,4.8,24.1,12.4,9.7,0.0,9.0,99.01,99.81,99.36125,99.32499999999999,22.0,7.0,-5.72242112750881,4.755460952385404,-0.07733630411130318,0.16160626922748533,11.0,2.0,19.0,7.0,15761.0,5.0,10.0,2007.0
2007-03-11,-1.8,5.5,1.4291666666666665,1.3,16.0,6.0,-7.0,0.5,-4.5125,-4.6,0.0,4.0,48.0,87.0,65.375,66.5,0.0,16.0,12.9,24.1,23.433333333333334,24.1,2.0,0.0,99.83,100.81,100.50875,100.68,15.0,0.0,-5.199340290494348,2.3775788724911897,-1.6820853832535185,-1.9304268235888289,16.0,6.0,20.0,8.0,15402.0,6.0,10.0,2007.0
2007-03-12,-1.5,6.9,3.1041666666666665,4.25,15.0,2.0,-6.3,-0.8,-3.483333333333333,-4.25,18.0,9.0,45.0,81.0,62.75,64.5,2.0,10.0,24.1,24.1,24.100000000000005,24.1,0.0,0.0,99.63,100.52,100.08291666666666,100.14500000000001,0.0,23.0,-4.60409458892166,4.406944246758223,0.1953423964343286,1.6483137232018634,15.0,2.0,20.0,8.0,15811.0,0.0,11.0,2007.0
2007-03-13,3.4,15.4,9.341666666666667,10.45,16.0,0.0,-1.2,9.4,3.3833333333333333,2.5,20.0,4.0,56.0,78.0,66.58333333333333,66.5,23.0,10.0,24.1,24.1,24.100000000000005,24.1,0.0,0.0,98.8,99.61,99.11333333333333,99.11,0.0,23.0,1.0211538981128796,15.412284971568921,8.279306973792455,8.960858627768843,16.0,0.0,20.0,8.0,15051.0,1.0,11.0,2007.0
2007-03-14,5.5,13.4,10.483333333333333,10.9,12.0,23.0,-4.0,11.4,7.566666666666666,8.0,12.0,23.0,50.0,94.0,82.54166666666667,86.0,13.0,23.0,6.4,24.1,16.337500000000002,17.700000000000003,0.0,13.0,98.61,99.15,98.78166666666668,98.71,23.0,12.0,2.4704615157857437,15.352997073106739,10.864814873505784,11.308744854074659,12.0,23.0,20.0,8.0,15409.0,2.0,11.0,2007.0
2007-03-15,-4.2,4.7,0.47500000000000003,0.30000000000000004,1.0,21.0,-12.3,-4.3,-8.8625,-9.0,0.0,23.0,39.0,64.0,49.833333333333336,49.5,10.0,4.0,24.1,24.1,24.100000000000005,24.1,0.0,0.0,99.26,100.81,100.14666666666666,100.27,22.0,0.0,-8.34815981679861,1.5143561989045966,-3.3138033676827248,-3.5430314375868566,0.0,21.0,20.0,8.0,16368.0,3.0,11.0,2007.0
2007-03-16,-5.8,-2.4,-3.9583333333333335,-3.9,1.0,22.0,-16.9,-7.2,-13.004166666666668,-13.6,20.0,15.0,32.0,89.0,51.875,45.0,21.0,15.0,2.4,24.1,19.4125,24.1,0.0,19.0,99.95,100.75,100.39791666666667,100.46000000000001,0.0,23.0,-9.510043671837323,-6.746106120110211,-8.220136829624069,-8.181188395677278,1.0,8.0,20.0,8.0,16430.0,4.0,11.0,2007.0
2007-03-17,-7.2,0.2,-3.7416666666666667,-2.8499999999999996,15.0,3.0,-14.7,-7.7,-11.200000000000001,-11.3,14.0,18.0,35.0,90.0,58.5,51.0,1.0,18.0,1.6,24.1,18.908333333333335,24.1,5.0,1.0,99.14,99.85,99.37208333333332,99.28,0.0,15.0,-11.13262489750623,-3.5475239917155843,-7.825079879438692,-7.098935219053912,14.0,6.0,20.0,8.0,15585.0,5.0,11.0,2007.0
2007-03-18,-5.4,1.9,-2.066666666666667,-2.45,15.0,4.0,-15.5,-9.7,-12.762500000000001,-12.75,23.0,2.0,32.0,67.0,44.708333333333336,42.0,23.0,16.0,24.1,24.1,24.100000000000005,24.1,0.0,0.0,99.29,100.14,99.77916666666665,99.87,22.0,0.0,-9.79382880243748,-2.3763153167157074,-6.331374422901849,-6.652849984462821,15.0,4.0,20.0,8.0,15725.0,6.0,11.0,2007.0
2007-03-19,-4.3,2.2,-0.6791666666666667,0.0,21.0,0.0,-9.6,0.5,-3.8249999999999997,-2.35,21.0,1.0,65.0,91.0,79.58333333333333,84.0,19.0,1.0,1.0,24.1,21.1375,24.1,0.0,9.0,98.99,100.09,99.51875,99.465,0.0,16.0,-8.156477159515061,0.16160626922748556,-3.5986529626629022,-2.655304957696536,21.0,0.0,20.0,8.0,16357.0,0.0,12.0,2007.0
2007-03-20,-10.0,0.2,-5.216666666666667,-5.0,0.0,7.0,-17.2,-5.2,-13.0,-13.7,0.0,17.0,32.0,73.0,55.583333333333336,56.0,6.0,17.0,19.3,24.1,23.900000000000002,24.1,0.0,6.0,99.69,101.77,101.13833333333334,101.565,23.0,0.0,-14.45778108723485,-3.0472896099705733,-9.47419743368283,-9.41636452693714,0.0,8.0,20.0,8.0,16761.0,1.0,12.0,2007.0
2007-03-21,-7.6,3.3,-0.8125,1.0,22.0,2.0,-15.0,-0.1,-7.233333333333333,-8.350000000000001,23.0,0.0,48.0,82.0,62.541666666666664,60.0,23.0,6.0,16.1,24.1,23.566666666666666,24.1,0.0,16.0,99.68,101.74,100.82625,100.935,0.0,23.0,-11.906659513418063,1.0874847996283856,-4.271496978008921,-2.7256931309496526,22.0,2.0,20.0,8.0,15807.0,2.0,12.0,2007.0
2007-03-22,1.5,14.3,8.691666666666666,8.75,9.0,23.0,-0.6,11.9,5.333333333333333,6.0,14.0,23.0,69.0,90.0,79.66666666666667,79.0,13.0,8.0,8.0,24.1,20.429166666666667,24.1,0.0,14.0,98.74,99.76,99.20375,99.17,23.0,12.0,-0.8084953109865798,15.707995842352478,8.267149751534827,8.04063137068283,14.0,23.0,20.0,8.0,15400.0,3.0,12.0,2007.0
2007-03-23,-1.6,11.2,5.004166666666666,4.65,16.0,4.0,-3.5,0.3,-1.7333333333333334,-1.75,14.0,4.0,41.0,90.0,64.04166666666667,62.0,1.0,13.0,24.1,24.1,24.100000000000005,24.1,0.0,0.0,99.8,100.35,100.12,100.16,20.0,0.0,-4.533474453113914,8.915264444682336,2.444306718579491,2.0293600494524946,16.0,4.0,20.0,8.0,14679.0,4.0,12.0,2007.0
2007-03-24,1.3,6.8,4.3500000000000005,4.55,18.0,2.0,-3.5,5.3,1.0416666666666667,1.9,18.0,0.0,60.0,94.0,79.79166666666667,85.5,15.0,5.0,9.7,24.1,19.233333333333334,19.3,0.0,17.0,99.82,100.61,100.19875,100.24,23.0,14.0,-1.493457037600091,6.192228481977076,2.5220024748927266,2.8247974225949712,18.0,2.0,20.0,8.0,14269.0,5.0,12.0,2007.0
2007-03-25,0.1,2.9,1.8916666666666666,2.05,0.0,6.0,-0.4,2.2,1.1875,1.3,0.0,6.0,91.0,100.0,94.95833333333333,95.0,9.0,15.0,0.2,24.1,14.875,16.1,2.0,6.0,100.33,101.11,100.80958333333332,100.8,9.0,23.0,-2.1608195559428083,1.3188973964113289,0.034993090072408285,0.23399636580278538,0.0,6.0,20.0,8.0,14590.0,6.0,12.0,2007.0
2007-03-26,2.4,19.2,9.366666666666667,8.75,15.0,0.0,1.8,13.7,7.6499999999999995,7.55,18.0,0.0,68.0,99.0,89.625,92.5,21.0,15.0,4.8,24.1,14.612499999999999,15.3,17.0,8.0,99.02,100.27,99.47833333333334,99.375,0.0,16.0,0.7067428693450231,22.05188467078159,9.888008227111689,8.979791894732397,15.0,0.0,20.0,8.0,14639.0,0.0,13.0,2007.0
2007-03-27,8.2,17.4,11.279166666666667,9.6,14.0,4.0,7.0,12.2,9.395833333333334,9.149999999999999,14.0,23.0,72.0,100.0,88.91666666666667,90.5,8.0,14.0,0.6,24.1,15.570833333333335,16.1,0.0,7.0,99.37,100.46,99.79458333333334,99.81,23.0,3.0,8.649749846497789,19.764688358177352,12.319294104042392,10.60750923888489,14.0,4.0,20.0,8.0,14481.0,1.0,13.0,2007.0
2007-03-28,2.1,8.8,5.395833333333333,5.3,13.0,6.0,-10.9,3.5,-4.8875,-5.9,0.0,19.0,29.0,78.0,50.583333333333336,42.5,6.0,13.0,24.1,24.1,24.100000000000005,24.1,0.0,0.0,100.53,101.43,101.0575,101.155,23.0,0.0,-1.5432180655588703,6.403893155184916,2.3196364551863486,2.2199228168186327,0.0,23.0,20.0,8.0,14815.0,2.0,13.0,2007.0
2007-03-29,-2.3,8.0,3.595833333333333,4.05,14.0,5.0,-17.9,-10.3,-14.012500000000001,-13.9,5.0,19.0,16.0,54.0,28.041666666666668,24.0,5.0,18.0,24.1,24.1,24.100000000000005,24.1,0.0,0.0,101.17,101.8,101.52708333333334,101.545,10.0,23.0,-6.296331737439521,3.5692264505916027,-0.7820199964074113,-0.5170846016991208,14.0,5.0,20.0,8.0,14995.0,3.0,13.0,2007.0
2007-03-30,-0.3,10.9,5.4125000000000005,6.05,13.0,2.0,-11.9,-0.9,-5.45,-6.25,22.0,1.0,28.0,67.0,46.916666666666664,49.0,23.0,11.0,19.3,24.1,23.900000000000002,24.1,0.0,6.0,100.45,101.16,100.74458333333332,100.77000000000001,0.0,23.0,-4.047758856439964,7.468122225999054,2.190249783672415,3.048086045241207,13.0,2.0,20.0,8.0,14452.0,4.0,13.0,2007.0
2007-03-31,2.3,7.0,4.316666666666666,4.4,16.0,6.0,-17.5,-1.8,-10.220833333333333,-10.350000000000001,0.0,18.0,17.0,69.0,35.666666666666664,36.0,0.0,17.0,24.1,24.1,24.100000000000005,24.1,0.0,0.0,99.96,100.57,100.35666666666667,100.43,7.0,23.0,-1.7085153097404246,2.5692264505916027,0.38781885728560933,0.5803126417914064,16.0,6.0,20.0,8.0,13799.0,5.0,13.0,2007.0
2007-04-01,4.1,7.6,5.9875,5.85,16.0,10.0,-8.6,7.1,1.5458333333333334,4.8,16.0,0.0,35.0,100.0,76.875,92.5,14.0,0.0,2.8,24.1,15.120833333333335,12.9,0.0,13.0,98.69,99.89,99.17541666666666,99.11,0.0,22.0,1.8244887786489197,7.650838935390134,4.4679341539271205,5.072470408770973,16.0,0.0,20.0,7.0,13974.0,6.0,13.0,2007.0
2007-04-02,5.1,12.4,8.862499999999999,8.9,14.0,23.0,1.0,7.9,4.8125,4.9,5.0,23.0,60.0,100.0,76.95833333333333,70.5,2.0,14.0,1.2,24.1,19.416666666666668,24.1,6.0,3.0,98.45,99.62,98.92875,98.86,23.0,4.0,3.1909252390659093,11.622048713960517,8.128422561673913,8.058411603309,14.0,23.0,20.0,7.0,14825.0,0.0,14.0,2007.0
2007-04-03,1.3,9.2,5.933333333333334,6.9,15.0,6.0,-0.3,6.0,2.529166666666667,2.35,21.0,5.0,63.0,94.0,79.5,81.5,19.0,10.0,4.8,24.1,20.625,24.1,0.0,19.0,98.65,99.89,99.47000000000001,99.66499999999999,7.0,23.0,-0.888125020089986,7.76320056635705,4.483091638762028,5.774568569612834,15.0,6.0,20.0,7.0,14962.0,1.0,14.0,2007.0
2007-04-04,-1.7,9.1,4.345833333333333,5.4,10.0,23.0,-7.0,7.2,1.9875,3.0,9.0,23.0,67.0,100.0,85.04166666666667,85.5,8.0,23.0,1.6,24.1,19.825,24.1,0.0,7.0,97.71,98.52,98.17541666666666,98.18,22.0,8.0,-5.2423030750759185,8.66782722234976,2.827654500716347,4.390080146706378,10.0,23.0,20.0,7.0,15462.0,2.0,14.0,2007.0
2007-04-05,-6.2,-2.4,-4.779166666666667,-4.85,0.0,6.0,-12.2,-7.3,-9.6625,-9.75,1.0,18.0,56.0,83.0,68.91666666666667,68.0,10.0,14.0,1.2,24.1,17.21666666666667,19.3,0.0,10.0,98.45,98.88,98.64291666666666,98.585,19.0,3.0,-10.336973678316184,-6.01797905073677,-8.686722476089862,-8.720659007830864,0.0,22.0,20.0,7.0,15749.0,3.0,14.0,2007.0
2007-04-06,-7.0,-2.9,-5.25,-5.65,16.0,5.0,-12.2,-9.1,-10.708333333333334,-10.7,23.0,17.0,52.0,80.0,66.04166666666667,68.5,3.0,16.0,8.0,24.1,20.3625,24.1,5.0,9.0,98.62,98.8,98.71041666666667,98.705,0.0,15.0,-11.14815981679861,-7.014360112493227,-9.2930097341009,-9.646725418915622,16.0,6.0,20.0,7.0,15244.0,4.0,14.0,2007.0
